type        	size 	hullsize 	trueHullsize 	budget 	trueDiameter 	strDiameter 	diameterDiff 	relDiamDiff 	trueArea 	streamedArea 	areaDiff 	relAreaDiff 	errorModel1 	errorModel2 	errorModel3 	errorModel4
diameter 	103 	3 	103 	3 	2000.000 	1828.024 	171.976 	000.086 	3076871.838 	879904.591 	2196967.248 	000.714 	000.577 	000.333 	000.111 	000.037
area 	103 	3 	103 	3 	2000.000 	1848.539 	151.461 	000.076 	3107923.964 	923268.848 	2184655.116 	000.703 	000.577 	000.333 	000.111 	000.037
diameter 	103 	4 	103 	4 	1999.999 	1997.050 	002.950 	000.001 	3112230.864 	844087.074 	2268143.789 	000.729 	000.500 	000.250 	000.063 	000.016
area 	103 	4 	103 	4 	2000.000 	1957.509 	042.491 	000.021 	3128350.813 	1242951.559 	1885399.254 	000.603 	000.500 	000.250 	000.063 	000.016
diameter 	123 	3 	123 	3 	2000.000 	1911.924 	088.076 	000.044 	3086894.532 	217500.034 	2869394.498 	000.930 	000.577 	000.333 	000.111 	000.037
area 	123 	3 	123 	3 	2000.000 	1946.283 	053.717 	000.027 	3129172.493 	621804.668 	2507367.825 	000.801 	000.577 	000.333 	000.111 	000.037
diameter 	123 	4 	123 	4 	2000.000 	1959.757 	040.243 	000.020 	3078341.153 	527162.974 	2551178.179 	000.829 	000.500 	000.250 	000.063 	000.016
area 	123 	4 	123 	4 	2000.000 	1994.243 	005.757 	000.003 	3091656.162 	1201419.933 	1890236.229 	000.611 	000.500 	000.250 	000.063 	000.016
diameter 	123 	3 	123 	3 	2000.000 	1999.984 	000.015 	000.000 	3134541.358 	417605.183 	2716936.175 	000.867 	000.577 	000.333 	000.111 	000.037
area 	123 	3 	123 	3 	2000.000 	1922.706 	077.294 	000.039 	3122444.428 	961105.385 	2161339.043 	000.692 	000.577 	000.333 	000.111 	000.037
diameter 	123 	4 	123 	4 	2000.000 	1956.428 	043.572 	000.022 	3068447.593 	1094511.203 	1973936.391 	000.643 	000.500 	000.250 	000.063 	000.016
area 	123 	4 	123 	4 	2000.000 	1998.491 	001.509 	000.001 	3113277.298 	983593.178 	2129684.120 	000.684 	000.500 	000.250 	000.063 	000.016
diameter 	123 	3 	123 	3 	2000.000 	1691.948 	308.052 	000.154 	3037751.107 	343822.892 	2693928.215 	000.887 	000.577 	000.333 	000.111 	000.037
area 	123 	3 	123 	3 	2000.000 	1731.354 	268.646 	000.134 	3081715.980 	496566.491 	2585149.489 	000.839 	000.577 	000.333 	000.111 	000.037
diameter 	123 	4 	123 	4 	2000.000 	1983.657 	016.343 	000.008 	3111165.852 	1092415.334 	2018750.518 	000.649 	000.500 	000.250 	000.063 	000.016
area 	123 	4 	123 	4 	2000.000 	1988.346 	011.654 	000.006 	3117546.562 	1454145.214 	1663401.349 	000.534 	000.500 	000.250 	000.063 	000.016
diameter 	147 	3 	147 	3 	2000.000 	1770.059 	229.941 	000.115 	3122129.168 	879211.705 	2242917.463 	000.718 	000.577 	000.333 	000.111 	000.037
area 	147 	3 	147 	3 	2000.000 	1923.031 	076.969 	000.038 	3135265.815 	744862.474 	2390403.342 	000.762 	000.577 	000.333 	000.111 	000.037
diameter 	147 	4 	147 	4 	2000.000 	1991.068 	008.932 	000.004 	3039565.624 	768362.898 	2271202.726 	000.747 	000.500 	000.250 	000.063 	000.016
area 	147 	4 	147 	4 	2000.000 	1983.023 	016.977 	000.008 	3123178.890 	1367459.210 	1755719.680 	000.562 	000.500 	000.250 	000.063 	000.016
diameter 	147 	3 	147 	3 	2000.000 	1852.990 	147.010 	000.074 	3124113.398 	909034.707 	2215078.691 	000.709 	000.577 	000.333 	000.111 	000.037
area 	147 	3 	147 	3 	2000.000 	1704.060 	295.940 	000.148 	3124404.901 	818665.547 	2305739.354 	000.738 	000.577 	000.333 	000.111 	000.037
diameter 	147 	4 	147 	4 	2000.000 	1987.287 	012.713 	000.006 	3111715.229 	1181899.744 	1929815.484 	000.620 	000.500 	000.250 	000.063 	000.016
area 	147 	4 	147 	4 	2000.000 	1993.487 	006.513 	000.003 	3116282.318 	829927.492 	2286354.827 	000.734 	000.500 	000.250 	000.063 	000.016
diameter 	147 	3 	147 	3 	2000.000 	1999.983 	000.017 	000.000 	3099785.416 	478573.105 	2621212.311 	000.846 	000.577 	000.333 	000.111 	000.037
area 	147 	3 	147 	3 	2000.000 	1992.584 	007.416 	000.004 	3094680.425 	474392.441 	2620287.985 	000.847 	000.577 	000.333 	000.111 	000.037
diameter 	147 	4 	147 	4 	2000.000 	1996.511 	003.489 	000.002 	3130563.406 	1109045.250 	2021518.156 	000.646 	000.500 	000.250 	000.063 	000.016
area 	147 	4 	147 	4 	2000.000 	1999.937 	000.063 	000.000 	3054729.884 	1265527.612 	1789202.272 	000.586 	000.500 	000.250 	000.063 	000.016
diameter 	176 	3 	176 	3 	2000.000 	1992.891 	007.109 	000.004 	3097084.748 	414923.912 	2682160.837 	000.866 	000.577 	000.333 	000.111 	000.037
area 	176 	3 	176 	3 	2000.000 	1982.908 	017.092 	000.009 	3095069.933 	364056.996 	2731012.936 	000.882 	000.577 	000.333 	000.111 	000.037
diameter 	176 	4 	176 	4 	2000.000 	1992.889 	007.111 	000.004 	3126955.558 	1406048.664 	1720906.894 	000.550 	000.500 	000.250 	000.063 	000.016
area 	176 	4 	176 	4 	2000.000 	1989.886 	010.114 	000.005 	3119583.086 	1087051.506 	2032531.579 	000.652 	000.500 	000.250 	000.063 	000.016
diameter 	176 	5 	176 	5 	2000.000 	1813.402 	186.598 	000.093 	3103738.220 	1019725.429 	2084012.791 	000.671 	000.447 	000.200 	000.040 	000.008
area 	176 	5 	176 	5 	2000.000 	1999.305 	000.695 	000.000 	3111125.398 	1836314.110 	1274811.288 	000.410 	000.447 	000.200 	000.040 	000.008
diameter 	176 	3 	176 	3 	2000.000 	1953.354 	046.646 	000.023 	3122320.956 	178211.439 	2944109.517 	000.943 	000.577 	000.333 	000.111 	000.037
area 	176 	3 	176 	3 	2000.000 	1984.474 	015.526 	000.008 	3126563.182 	610080.320 	2516482.861 	000.805 	000.577 	000.333 	000.111 	000.037
diameter 	176 	4 	176 	4 	2000.000 	1998.374 	001.626 	000.001 	3125377.051 	1363113.365 	1762263.686 	000.564 	000.500 	000.250 	000.063 	000.016
area 	176 	4 	176 	4 	2000.000 	1997.961 	002.039 	000.001 	3127660.372 	1239882.486 	1887777.885 	000.604 	000.500 	000.250 	000.063 	000.016
diameter 	176 	5 	176 	5 	2000.000 	1991.513 	008.487 	000.004 	3134974.792 	1652737.995 	1482236.797 	000.473 	000.447 	000.200 	000.040 	000.008
area 	176 	5 	176 	5 	2000.000 	1968.457 	031.543 	000.016 	3116199.382 	1710755.335 	1405444.047 	000.451 	000.447 	000.200 	000.040 	000.008
diameter 	176 	3 	176 	3 	2000.000 	1966.799 	033.201 	000.017 	3097813.153 	983275.575 	2114537.578 	000.683 	000.577 	000.333 	000.111 	000.037
area 	176 	3 	176 	3 	2000.000 	1914.935 	085.065 	000.043 	3113277.607 	764637.392 	2348640.216 	000.754 	000.577 	000.333 	000.111 	000.037
diameter 	176 	4 	176 	4 	2000.000 	1911.429 	088.571 	000.044 	3089280.396 	1387537.453 	1701742.943 	000.551 	000.500 	000.250 	000.063 	000.016
area 	176 	4 	176 	4 	2000.000 	1999.022 	000.978 	000.000 	3092737.673 	682209.370 	2410528.302 	000.779 	000.500 	000.250 	000.063 	000.016
diameter 	176 	5 	176 	5 	2000.000 	1999.946 	000.054 	000.000 	3111711.210 	1602806.902 	1508904.308 	000.485 	000.447 	000.200 	000.040 	000.008
area 	176 	5 	176 	5 	2000.000 	1998.969 	001.031 	000.001 	3111845.441 	1516794.571 	1595050.870 	000.513 	000.447 	000.200 	000.040 	000.008
diameter 	211 	3 	211 	3 	2000.000 	1884.508 	115.492 	000.058 	3102747.674 	892453.470 	2210294.204 	000.712 	000.577 	000.333 	000.111 	000.037
area 	211 	3 	211 	3 	2000.000 	1963.429 	036.571 	000.018 	3115233.854 	101757.035 	3013476.820 	000.967 	000.577 	000.333 	000.111 	000.037
diameter 	211 	4 	211 	4 	2000.000 	1993.721 	006.279 	000.003 	3113977.189 	1245731.617 	1868245.572 	000.600 	000.500 	000.250 	000.063 	000.016
area 	211 	4 	211 	4 	2000.000 	1985.806 	014.194 	000.007 	3133239.108 	1035267.067 	2097972.041 	000.670 	000.500 	000.250 	000.063 	000.016
diameter 	211 	5 	211 	5 	2000.000 	1921.845 	078.155 	000.039 	3137117.116 	1387804.181 	1749312.935 	000.558 	000.447 	000.200 	000.040 	000.008
area 	211 	5 	211 	5 	2000.000 	1975.526 	024.474 	000.012 	3121016.082 	1113534.823 	2007481.258 	000.643 	000.447 	000.200 	000.040 	000.008
diameter 	211 	3 	211 	3 	2000.000 	1942.297 	057.703 	000.029 	3130028.008 	967210.989 	2162817.019 	000.691 	000.577 	000.333 	000.111 	000.037
area 	211 	3 	211 	3 	2000.000 	1962.394 	037.606 	000.019 	3103958.826 	956974.421 	2146984.405 	000.692 	000.577 	000.333 	000.111 	000.037
diameter 	211 	4 	211 	4 	2000.000 	1999.251 	000.749 	000.000 	3109239.623 	1059395.311 	2049844.312 	000.659 	000.500 	000.250 	000.063 	000.016
area 	211 	4 	211 	4 	2000.000 	1997.081 	002.919 	000.001 	3112927.660 	1343796.853 	1769130.807 	000.568 	000.500 	000.250 	000.063 	000.016
diameter 	211 	5 	211 	5 	2000.000 	1963.625 	036.375 	000.018 	3075836.291 	1923445.762 	1152390.529 	000.375 	000.447 	000.200 	000.040 	000.008
area 	211 	5 	211 	5 	2000.000 	1987.171 	012.829 	000.006 	3115120.576 	1274634.392 	1840486.185 	000.591 	000.447 	000.200 	000.040 	000.008
diameter 	211 	3 	211 	3 	2000.000 	1770.428 	229.572 	000.115 	3136719.958 	827988.346 	2308731.612 	000.736 	000.577 	000.333 	000.111 	000.037
area 	211 	3 	211 	3 	2000.000 	1944.591 	055.409 	000.028 	3133818.522 	640442.488 	2493376.034 	000.796 	000.577 	000.333 	000.111 	000.037
diameter 	211 	4 	211 	4 	2000.000 	1942.023 	057.977 	000.029 	3133157.879 	1377352.478 	1755805.401 	000.560 	000.500 	000.250 	000.063 	000.016
area 	211 	4 	211 	4 	2000.000 	1966.147 	033.853 	000.017 	3118206.741 	1138208.608 	1979998.133 	000.635 	000.500 	000.250 	000.063 	000.016
diameter 	211 	5 	211 	5 	2000.000 	1998.843 	001.157 	000.001 	3137929.667 	1371000.922 	1766928.745 	000.563 	000.447 	000.200 	000.040 	000.008
area 	211 	5 	211 	5 	2000.000 	1968.872 	031.128 	000.016 	3123074.473 	1721983.948 	1401090.525 	000.449 	000.447 	000.200 	000.040 	000.008
diameter 	253 	3 	253 	3 	2000.000 	1904.824 	095.176 	000.048 	3136368.273 	209399.448 	2926968.826 	000.933 	000.577 	000.333 	000.111 	000.037
area 	253 	3 	253 	3 	2000.000 	1999.998 	000.002 	000.000 	3132065.259 	500746.938 	2631318.321 	000.840 	000.577 	000.333 	000.111 	000.037
diameter 	253 	4 	253 	4 	2000.000 	1983.548 	016.452 	000.008 	3126962.326 	1481706.754 	1645255.572 	000.526 	000.500 	000.250 	000.063 	000.016
area 	253 	4 	253 	4 	2000.000 	1942.228 	057.772 	000.029 	3083847.808 	1210653.371 	1873194.437 	000.607 	000.500 	000.250 	000.063 	000.016
diameter 	253 	5 	253 	5 	2000.000 	1985.782 	014.218 	000.007 	3108198.003 	1661048.289 	1447149.713 	000.466 	000.447 	000.200 	000.040 	000.008
area 	253 	5 	253 	5 	2000.000 	1996.885 	003.115 	000.002 	3138285.041 	1727131.004 	1411154.036 	000.450 	000.447 	000.200 	000.040 	000.008
diameter 	253 	3 	253 	3 	2000.000 	1452.427 	547.573 	000.274 	3119516.173 	717436.742 	2402079.431 	000.770 	000.577 	000.333 	000.111 	000.037
area 	253 	3 	253 	3 	2000.000 	1985.834 	014.166 	000.007 	3128316.046 	381914.930 	2746401.116 	000.878 	000.577 	000.333 	000.111 	000.037
diameter 	253 	4 	253 	4 	2000.000 	1912.558 	087.441 	000.044 	3063288.101 	282922.091 	2780366.010 	000.908 	000.500 	000.250 	000.063 	000.016
area 	253 	4 	253 	4 	2000.000 	1975.478 	024.522 	000.012 	3130813.901 	1010268.191 	2120545.711 	000.677 	000.500 	000.250 	000.063 	000.016
diameter 	253 	5 	253 	5 	2000.000 	1983.387 	016.613 	000.008 	3109662.325 	1615587.598 	1494074.728 	000.480 	000.447 	000.200 	000.040 	000.008
area 	253 	5 	253 	5 	2000.000 	1999.503 	000.497 	000.000 	3118046.829 	1631270.156 	1486776.673 	000.477 	000.447 	000.200 	000.040 	000.008
diameter 	253 	3 	253 	3 	2000.000 	1930.710 	069.290 	000.035 	3129250.752 	803460.901 	2325789.851 	000.743 	000.577 	000.333 	000.111 	000.037
area 	253 	3 	253 	3 	2000.000 	1872.884 	127.116 	000.064 	3128554.625 	771464.959 	2357089.666 	000.753 	000.577 	000.333 	000.111 	000.037
diameter 	253 	4 	253 	4 	2000.000 	1999.739 	000.261 	000.000 	3134664.934 	1466801.872 	1667863.062 	000.532 	000.500 	000.250 	000.063 	000.016
area 	253 	4 	253 	4 	2000.000 	1951.009 	048.991 	000.024 	3134840.666 	1215515.839 	1919324.827 	000.612 	000.500 	000.250 	000.063 	000.016
diameter 	253 	5 	253 	5 	2000.000 	1985.180 	014.820 	000.007 	3126871.206 	1832345.008 	1294526.199 	000.414 	000.447 	000.200 	000.040 	000.008
area 	253 	5 	253 	5 	2000.000 	1946.018 	053.982 	000.027 	3139324.787 	1544381.896 	1594942.890 	000.508 	000.447 	000.200 	000.040 	000.008
diameter 	303 	3 	303 	3 	2000.000 	1878.571 	121.429 	000.061 	3130896.354 	154986.495 	2975909.859 	000.950 	000.577 	000.333 	000.111 	000.037
area 	303 	3 	303 	3 	2000.000 	1971.325 	028.675 	000.014 	3131993.982 	437084.179 	2694909.803 	000.860 	000.577 	000.333 	000.111 	000.037
diameter 	303 	4 	303 	4 	2000.000 	1998.403 	001.597 	000.001 	3110421.369 	1370599.105 	1739822.264 	000.559 	000.500 	000.250 	000.063 	000.016
area 	303 	4 	303 	4 	2000.000 	1998.677 	001.323 	000.001 	3116683.440 	1466249.219 	1650434.221 	000.530 	000.500 	000.250 	000.063 	000.016
diameter 	303 	5 	303 	5 	2000.000 	1975.215 	024.785 	000.012 	3126282.269 	1760283.027 	1365999.242 	000.437 	000.447 	000.200 	000.040 	000.008
area 	303 	5 	303 	5 	2000.000 	1987.891 	012.109 	000.006 	3122439.545 	1917335.068 	1205104.477 	000.386 	000.447 	000.200 	000.040 	000.008
diameter 	303 	3 	303 	3 	2000.000 	1828.532 	171.468 	000.086 	3137236.355 	418222.898 	2719013.457 	000.867 	000.577 	000.333 	000.111 	000.037
area 	303 	3 	303 	3 	2000.000 	1945.204 	054.796 	000.027 	3135321.996 	807121.536 	2328200.459 	000.743 	000.577 	000.333 	000.111 	000.037
diameter 	303 	4 	303 	4 	2000.000 	1989.569 	010.431 	000.005 	3124862.051 	1292502.831 	1832359.220 	000.586 	000.500 	000.250 	000.063 	000.016
area 	303 	4 	303 	4 	2000.000 	1733.154 	266.846 	000.133 	3124510.072 	962167.849 	2162342.223 	000.692 	000.500 	000.250 	000.063 	000.016
diameter 	303 	5 	303 	5 	2000.000 	1942.815 	057.185 	000.029 	3125529.582 	1393901.186 	1731628.396 	000.554 	000.447 	000.200 	000.040 	000.008
area 	303 	5 	303 	5 	2000.000 	1999.216 	000.784 	000.000 	3128659.048 	1396051.898 	1732607.150 	000.554 	000.447 	000.200 	000.040 	000.008
diameter 	303 	3 	303 	3 	2000.000 	1942.507 	057.493 	000.029 	3139447.523 	690510.817 	2448936.706 	000.780 	000.577 	000.333 	000.111 	000.037
area 	303 	3 	303 	3 	2000.000 	1914.136 	085.864 	000.043 	3135222.955 	952586.651 	2182636.304 	000.696 	000.577 	000.333 	000.111 	000.037
diameter 	303 	4 	303 	4 	2000.000 	1982.285 	017.715 	000.009 	3118139.573 	1412550.409 	1705589.164 	000.547 	000.500 	000.250 	000.063 	000.016
area 	303 	4 	303 	4 	2000.000 	1986.981 	013.019 	000.007 	3131543.269 	1215715.368 	1915827.901 	000.612 	000.500 	000.250 	000.063 	000.016
diameter 	303 	5 	303 	5 	2000.000 	1999.327 	000.673 	000.000 	3137131.158 	1533310.072 	1603821.086 	000.511 	000.447 	000.200 	000.040 	000.008
area 	303 	5 	303 	5 	2000.000 	1957.735 	042.265 	000.021 	3134624.667 	1382773.284 	1751851.383 	000.559 	000.447 	000.200 	000.040 	000.008
diameter 	363 	3 	363 	3 	2000.000 	1964.182 	035.818 	000.018 	3127217.488 	969290.575 	2157926.913 	000.690 	000.577 	000.333 	000.111 	000.037
area 	363 	3 	363 	3 	2000.000 	1877.466 	122.534 	000.061 	3136569.775 	821452.436 	2315117.339 	000.738 	000.577 	000.333 	000.111 	000.037
diameter 	363 	4 	363 	4 	2000.000 	1951.885 	048.115 	000.024 	3122257.928 	1348134.731 	1774123.197 	000.568 	000.500 	000.250 	000.063 	000.016
area 	363 	4 	363 	4 	2000.000 	1999.430 	000.570 	000.000 	3113624.411 	1059817.913 	2053806.497 	000.660 	000.500 	000.250 	000.063 	000.016
diameter 	363 	5 	363 	5 	2000.000 	1994.298 	005.702 	000.003 	3132616.169 	1473479.734 	1659136.434 	000.530 	000.447 	000.200 	000.040 	000.008
area 	363 	5 	363 	5 	2000.000 	1998.053 	001.947 	000.001 	3135138.942 	1321763.786 	1813375.156 	000.578 	000.447 	000.200 	000.040 	000.008
diameter 	363 	3 	363 	3 	2000.000 	1880.138 	119.862 	000.060 	3116662.595 	698176.425 	2418486.170 	000.776 	000.577 	000.333 	000.111 	000.037
area 	363 	3 	363 	3 	2000.000 	1170.277 	829.723 	000.415 	3136530.391 	574869.481 	2561660.910 	000.817 	000.577 	000.333 	000.111 	000.037
diameter 	363 	4 	363 	4 	2000.000 	1974.837 	025.163 	000.013 	3117306.970 	1203540.577 	1913766.393 	000.614 	000.500 	000.250 	000.063 	000.016
area 	363 	4 	363 	4 	2000.000 	1997.578 	002.422 	000.001 	3137636.156 	1331811.910 	1805824.246 	000.576 	000.500 	000.250 	000.063 	000.016
diameter 	363 	5 	363 	5 	2000.000 	1999.921 	000.079 	000.000 	3134870.545 	1707643.867 	1427226.679 	000.455 	000.447 	000.200 	000.040 	000.008
area 	363 	5 	363 	5 	2000.000 	1959.896 	040.104 	000.020 	3136900.466 	691782.707 	2445117.758 	000.779 	000.447 	000.200 	000.040 	000.008
diameter 	363 	3 	363 	3 	2000.000 	1913.732 	086.268 	000.043 	3136238.343 	664729.865 	2471508.478 	000.788 	000.577 	000.333 	000.111 	000.037
area 	363 	3 	363 	3 	2000.000 	1882.894 	117.106 	000.059 	3130936.241 	590854.557 	2540081.684 	000.811 	000.577 	000.333 	000.111 	000.037
diameter 	363 	4 	363 	4 	2000.000 	1943.456 	056.544 	000.028 	3134025.775 	1338012.509 	1796013.265 	000.573 	000.500 	000.250 	000.063 	000.016
area 	363 	4 	363 	4 	2000.000 	1999.790 	000.210 	000.000 	3125710.582 	851479.655 	2274230.927 	000.728 	000.500 	000.250 	000.063 	000.016
diameter 	363 	5 	363 	5 	2000.000 	1990.550 	009.450 	000.005 	3124245.043 	1373673.185 	1750571.857 	000.560 	000.447 	000.200 	000.040 	000.008
area 	363 	5 	363 	5 	2000.000 	1998.005 	001.995 	000.001 	3134374.156 	1138293.321 	1996080.835 	000.637 	000.447 	000.200 	000.040 	000.008
diameter 	435 	3 	435 	3 	2000.000 	1961.685 	038.315 	000.019 	3134837.416 	569521.048 	2565316.369 	000.818 	000.577 	000.333 	000.111 	000.037
area 	435 	3 	435 	3 	2000.000 	1941.200 	058.800 	000.029 	3131773.059 	838003.204 	2293769.855 	000.732 	000.577 	000.333 	000.111 	000.037
diameter 	435 	4 	435 	4 	2000.000 	1989.880 	010.120 	000.005 	3138816.819 	1438672.427 	1700144.392 	000.542 	000.500 	000.250 	000.063 	000.016
area 	435 	4 	435 	4 	2000.000 	1993.147 	006.853 	000.003 	3116722.998 	1454847.108 	1661875.890 	000.533 	000.500 	000.250 	000.063 	000.016
diameter 	435 	5 	435 	5 	2000.000 	2000.000 	000.000 	000.000 	3138019.951 	1825039.684 	1312980.267 	000.418 	000.447 	000.200 	000.040 	000.008
area 	435 	5 	435 	5 	2000.000 	1999.702 	000.298 	000.000 	3137640.602 	1866345.728 	1271294.874 	000.405 	000.447 	000.200 	000.040 	000.008
diameter 	435 	6 	435 	6 	2000.000 	1968.178 	031.822 	000.016 	3130806.793 	1389095.142 	1741711.650 	000.556 	000.408 	000.167 	000.028 	000.005
area 	435 	6 	435 	6 	2000.000 	1997.799 	002.201 	000.001 	3139421.861 	2051481.532 	1087940.329 	000.347 	000.408 	000.167 	000.028 	000.005
diameter 	435 	3 	435 	3 	2000.000 	1996.425 	003.575 	000.002 	3129315.454 	994064.842 	2135250.611 	000.682 	000.577 	000.333 	000.111 	000.037
area 	435 	3 	435 	3 	2000.000 	1839.505 	160.495 	000.080 	3132822.145 	803195.360 	2329626.784 	000.744 	000.577 	000.333 	000.111 	000.037
diameter 	435 	4 	435 	4 	2000.000 	1947.388 	052.612 	000.026 	3134948.187 	938978.492 	2195969.694 	000.700 	000.500 	000.250 	000.063 	000.016
area 	435 	4 	435 	4 	2000.000 	1909.926 	090.074 	000.045 	3127423.496 	1250201.606 	1877221.890 	000.600 	000.500 	000.250 	000.063 	000.016
diameter 	435 	5 	435 	5 	2000.000 	1988.895 	011.105 	000.006 	3113590.148 	1495251.114 	1618339.034 	000.520 	000.447 	000.200 	000.040 	000.008
area 	435 	5 	435 	5 	2000.000 	1999.963 	000.037 	000.000 	3136855.945 	1586213.850 	1550642.095 	000.494 	000.447 	000.200 	000.040 	000.008
diameter 	435 	6 	435 	6 	2000.000 	1999.180 	000.820 	000.000 	3140408.836 	1860785.871 	1279622.965 	000.407 	000.408 	000.167 	000.028 	000.005
